Horizon started successfully.
[2020-10-15 08:01:08][1247] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 08:01:08][1247] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 08:30:03][1249] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 08:30:03][1249] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 08:30:02][1248] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 08:30:07][1248] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 08:31:07][1250] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 08:31:07][1250] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 09:00:05][1252] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 09:00:05][1252] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 09:00:04][1251] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 09:00:09][1251] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 09:01:09][1253] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 09:01:09][1253] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 09:30:03][1254] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 09:30:04][1255] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 09:30:04][1255] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 09:30:07][1254] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 09:31:08][1256] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 09:31:08][1256] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 10:00:02][1258] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 10:00:02][1257] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 10:00:02][1258] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 10:00:06][1257] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 10:01:06][1259] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 10:01:06][1259] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 10:30:04][1261] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 10:30:04][1261] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 10:30:04][1260] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 10:30:08][1260] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 10:31:08][1262] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 10:31:08][1262] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 11:00:03][1264] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 11:00:03][1264] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 11:00:03][1263] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 11:00:07][1263] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 11:01:07][1265] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 11:01:07][1265] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 11:30:02][1266] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 11:30:04][1267] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 11:30:04][1267] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 11:30:07][1266] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 11:31:07][1268] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 11:31:07][1268] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 12:00:02][1269] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 12:00:03][1270] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 12:00:03][1270] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 12:00:07][1269] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 12:01:09][1271] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 12:01:09][1271] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 12:30:02][1272] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 12:30:04][1273] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 12:30:04][1273] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 12:30:07][1272] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 13:00:04][1275] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 13:00:04][1275] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 13:00:04][1274] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 13:00:08][1274] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 13:01:08][1276] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 13:01:08][1276] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 13:30:03][1278] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 13:30:03][1278] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 13:30:03][1277] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 13:30:07][1277] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 14:00:04][1279] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 14:00:05][1280] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 14:00:05][1280] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 14:00:10][1279] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 14:01:11][1281] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 14:01:11][1281] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 14:30:03][1282] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 14:30:04][1283] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 14:30:04][1283] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 14:30:08][1282] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 15:00:03][1284] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 15:00:04][1285] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 15:00:04][1285] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 15:00:07][1284] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 15:30:01][1286] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 15:30:02][1287] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 15:30:02][1287] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 15:30:06][1286] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 16:00:02][1288] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 16:00:03][1289] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 16:00:04][1289] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 16:00:07][1288] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 16:01:07][1290] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 16:01:07][1290] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 16:30:02][1291] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 16:30:05][1292] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 16:30:05][1292] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 16:30:07][1291] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 17:00:02][1293] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 17:00:04][1294] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 17:00:04][1294] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 17:00:06][1293] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 17:30:02][1295] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 17:30:03][1296] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 17:30:03][1296] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 17:30:06][1295] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 18:00:02][1297] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 18:00:04][1298] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 18:00:04][1298] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 18:00:07][1297] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 18:30:04][1300] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 18:30:04][1300] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 18:30:04][1299] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 18:30:09][1299] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 19:00:03][1301] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 19:00:04][1302] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 19:00:04][1302] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 19:00:08][1301] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 19:30:02][1304] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 19:30:02][1303] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 19:30:02][1304] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 19:30:06][1303] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 20:00:04][1306] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 20:00:04][1306] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 20:00:03][1305] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 20:00:08][1305] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 20:30:02][1308] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 20:30:02][1308] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 20:30:02][1307] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 20:30:06][1307] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 21:00:04][1310] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 21:00:04][1310] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 21:00:04][1309] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 21:00:09][1309] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 21:30:03][1312] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 21:30:04][1312] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 21:30:03][1311] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 21:30:08][1311] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 22:00:02][1313] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 22:00:05][1314] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 22:00:05][1314] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 22:00:07][1313] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 22:01:08][1315] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 22:01:08][1315] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 22:30:03][1316] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 22:30:03][1317] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 22:30:04][1317] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 22:30:07][1316] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 23:00:02][1318] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 23:00:04][1319] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 23:00:04][1319] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 23:00:07][1318] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 23:01:07][1320] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 23:01:07][1320] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-15 23:30:02][1321] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-15 23:30:04][1322] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 23:30:04][1322] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-15 23:30:07][1321] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 00:00:03][1323] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 00:00:05][1324] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 00:00:05][1324] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 00:00:08][1323] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 00:30:03][1325] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 00:30:05][1326] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 00:30:05][1326] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 00:30:07][1325] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 01:00:03][1327] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 01:00:04][1328] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 01:00:04][1328] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 01:00:07][1327] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 01:30:02][1329] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 01:30:03][1330] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 01:30:03][1330] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 01:30:08][1329] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 02:00:04][1331] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 02:00:05][1332] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 02:00:05][1332] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 02:00:09][1331] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 02:01:08][1333] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 02:01:08][1333] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 02:30:03][1334] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 02:30:04][1335] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 02:30:04][1335] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 02:30:07][1334] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 03:00:01][1336] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 03:00:03][1337] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 03:00:03][1337] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 03:00:06][1336] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 03:30:01][1338] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 03:30:03][1339] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 03:30:03][1339] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 03:30:07][1338] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 04:00:03][1340] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 04:00:05][1341] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 04:00:05][1341] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 04:00:09][1340] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 04:30:02][1342] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 04:30:04][1343] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 04:30:04][1343] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 04:30:08][1342] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 05:00:03][1344] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 05:00:04][1345] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 05:00:04][1345] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 05:00:09][1344] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 05:01:10][1346] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 05:01:10][1346] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 05:30:03][1347] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 05:30:05][1348] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 05:30:05][1348] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 05:30:07][1347] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 06:00:02][1349] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 06:00:05][1350] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 06:00:05][1350] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 06:00:06][1349] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 06:30:03][1351] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 06:30:04][1352] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 06:30:04][1352] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 06:30:07][1351] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 07:00:04][1353] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 07:00:06][1354] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 07:00:06][1354] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 07:00:09][1353] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 07:30:03][1355] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 07:30:04][1356] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 07:30:04][1356] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 07:30:08][1355] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 08:00:02][1357] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 08:00:03][1358] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 08:00:03][1358] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 08:00:06][1357] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 08:30:01][1359] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 08:30:02][1360] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 08:30:02][1360] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 08:30:06][1359] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 09:00:03][1361] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 09:00:04][1362] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 09:00:04][1362] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 09:00:07][1361] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 09:30:03][1363] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 09:30:05][1364] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 09:30:05][1364] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 09:30:07][1363] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 10:00:02][1365] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 10:00:05][1366] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 10:00:05][1366] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 10:00:06][1365] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 10:30:02][1367] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 10:30:03][1368] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 10:30:04][1368] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 10:30:07][1367] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 11:00:04][1369] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 11:00:05][1370] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 11:00:05][1370] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 11:00:08][1369] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 11:30:03][1371] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 11:30:04][1372] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 11:30:04][1372] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 11:30:07][1371] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 12:00:03][1373] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 12:00:05][1374] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 12:00:05][1374] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 12:00:08][1373] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 12:30:02][1375] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 12:30:05][1376] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 12:30:05][1376] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 12:30:07][1375] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 12:31:08][1377] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 12:31:08][1377] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 13:00:03][1378] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 13:00:03][1379] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 13:00:03][1379] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 13:00:07][1378] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 13:01:07][1380] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 13:01:07][1380] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 13:30:05][1381] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 13:30:05][1382] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 13:30:05][1382] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 13:30:08][1381] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:00:03][1383] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:00:04][1384] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 14:00:04][1384] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 14:00:07][1383] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:30:02][1385] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:30:03][1386] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 14:30:11][1386] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 14:31:08][1385] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:31:11][1385] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 14:31:11][1387] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 14:31:12][1387] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:00:03][1388] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 15:00:05][1389] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 15:00:06][1389] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 15:00:08][1388] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 15:01:06][1390] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:01:06][1390] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:01:09][1391] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:01:10][1391] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:30:01][1392] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 15:30:04][1393] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 15:30:05][1392] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 15:30:05][1393] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 15:31:05][1394] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 15:31:05][1394] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 16:00:03][1396] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 16:00:02][1395] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 16:00:04][1396] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 16:00:07][1395] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 16:01:04][1397] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 16:01:04][1397] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 16:30:05][1399] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 16:30:04][1398] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 16:30:06][1399] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 16:30:09][1398] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 16:31:06][1400] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 16:31:06][1400] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-16 17:00:04][1402] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 17:00:03][1401] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-16 17:00:05][1402] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-16 17:00:07][1401] Processed:  App\Jobs\ReadHotspot\HotspotModis
