Horizon started successfully.
[2020-10-10 09:01:09][503] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 09:01:10][503] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 09:30:02][504] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 09:30:04][505] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 09:30:04][505] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 09:30:08][504] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 09:31:08][506] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 09:31:08][506] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 10:00:03][507] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 10:00:04][508] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 10:00:04][508] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 10:00:08][507] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 10:01:10][509] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 10:01:10][509] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 10:30:02][510] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 10:30:03][511] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 10:30:03][511] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 10:30:07][510] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 10:31:09][512] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 10:31:09][512] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 11:00:03][513] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 11:00:04][514] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 11:00:04][514] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 11:00:08][513] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 11:01:10][515] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 11:01:10][515] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 11:30:02][516] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 11:30:03][517] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 11:30:03][517] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 11:30:07][516] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 11:31:09][518] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 11:31:09][518] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 12:00:04][519] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 12:00:05][520] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 12:00:05][520] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 12:00:08][519] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 12:01:08][521] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 12:01:08][521] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 12:30:02][522] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 12:30:03][523] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 12:30:03][523] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 12:30:07][522] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 12:31:09][524] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 12:31:09][524] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 13:00:02][525] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 13:00:04][526] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 13:00:04][526] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 13:00:08][525] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 13:01:08][527] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 13:01:08][527] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 13:30:03][528] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 13:30:03][529] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 13:30:04][529] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 13:30:08][528] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 13:31:10][530] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 13:31:10][530] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 14:00:02][531] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 14:00:04][532] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 14:00:04][532] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 14:00:09][531] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 14:01:09][533] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 14:01:09][533] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 14:30:04][535] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 14:30:04][535] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 14:30:03][534] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 14:30:08][534] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 14:31:08][536] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 14:31:08][536] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 15:00:03][538] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 15:00:03][538] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 15:00:02][537] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 15:00:07][537] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 15:01:07][539] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 15:01:07][539] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 15:30:04][540] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 15:30:05][541] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 15:30:05][541] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 15:30:09][540] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 15:31:09][542] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 15:31:09][542] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 16:00:03][544] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 16:00:03][544] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 16:00:03][543] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 16:00:07][543] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 16:01:07][545] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 16:01:07][545] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 16:30:05][547] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 16:30:05][547] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 16:30:04][546] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 16:30:09][546] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 16:31:09][548] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 16:31:09][548] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 17:00:02][549] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 17:00:03][550] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 17:00:03][550] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 17:00:07][549] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 17:01:07][551] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 17:01:07][551] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 17:30:02][552] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 17:30:04][553] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 17:30:04][553] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 17:30:06][552] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 17:31:07][554] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 17:31:08][554] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 18:00:02][555] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 18:00:03][556] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 18:00:03][556] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 18:00:07][555] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 18:01:09][557] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 18:01:09][557] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 18:30:02][558] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 18:30:04][559] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 18:30:04][559] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 18:30:06][558] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 18:31:06][560] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 18:31:07][560] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 19:00:03][561] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 19:00:04][562] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 19:00:04][562] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 19:00:08][561] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 19:01:08][563] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 19:01:08][563] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 19:30:03][565] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 19:30:03][565] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 19:30:02][564] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 19:30:07][564] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 19:31:07][566] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 19:31:07][566] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:00:02][567] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 20:00:04][568] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 20:00:04][568] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 20:00:06][567] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 20:01:07][569] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:01:07][569] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:30:01][570] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 20:30:02][571] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 20:30:06][570] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 20:30:16][571] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 20:31:07][572] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:31:08][572] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:31:17][573] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 20:31:17][573] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:00:02][574] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 21:00:04][575] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 21:00:06][575] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 21:00:07][574] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 21:01:06][576] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:01:06][576] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:01:09][577] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:01:09][577] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:30:03][578] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 21:30:04][579] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 21:30:05][579] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 21:30:08][578] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 21:31:05][580] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:31:05][580] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:31:08][581] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 21:31:09][581] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:00:03][582] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 22:00:04][583] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 22:00:06][583] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 22:00:08][582] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 22:01:06][584] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:01:06][584] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:01:09][585] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:01:09][585] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:30:03][586] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 22:30:04][587] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 22:30:06][587] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 22:30:08][586] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 22:31:08][588] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:31:08][588] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:31:08][589] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 22:31:08][589] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:00:03][590] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 23:00:05][591] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 23:00:06][591] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 23:00:07][590] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 23:01:06][592] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:01:07][592] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:01:07][593] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:01:07][593] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:30:03][594] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 23:30:04][595] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 23:30:06][595] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 23:30:09][594] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 23:31:06][596] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:31:06][596] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:31:09][597] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 23:31:09][597] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 00:00:04][598] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 00:00:05][599] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 00:00:05][599] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 00:00:08][598] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 00:01:08][600] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 00:01:08][600] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 00:30:03][601] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 00:30:03][602] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 00:30:03][602] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 00:30:08][601] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 00:31:09][603] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 00:31:09][603] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 01:00:04][604] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 01:00:05][605] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 01:00:05][605] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 01:00:09][604] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 01:01:11][606] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 01:01:11][606] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 01:30:03][607] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 01:30:03][608] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 01:30:03][608] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 01:30:08][607] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 01:31:09][609] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 01:31:09][609] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 02:00:01][610] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 02:00:02][611] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 02:00:02][611] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 02:01:05][610] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 02:01:11][610] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 02:02:11][612] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 02:02:11][612] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 02:30:03][613] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 02:30:04][614] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 02:30:04][614] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 02:30:08][613] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 02:31:10][615] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 02:31:10][615] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 03:00:02][616] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 03:00:03][617] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 03:00:03][617] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 03:00:06][616] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 03:01:06][618] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 03:01:06][618] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 03:30:03][619] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 03:30:04][620] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 03:30:04][620] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 03:30:08][619] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 03:31:10][621] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 03:31:10][621] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 04:00:02][622] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 04:00:03][623] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 04:00:03][623] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 04:00:07][622] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 04:01:09][624] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 04:01:09][624] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 04:30:02][625] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 04:30:04][626] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 04:30:04][626] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 04:30:06][625] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 04:31:06][627] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 04:31:06][627] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 05:00:04][629] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 05:00:04][629] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 05:00:03][628] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 05:00:08][628] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 05:01:08][630] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 05:01:08][630] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 05:30:03][631] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 05:30:05][632] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 05:30:05][632] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 05:30:08][631] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 05:31:08][633] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 05:31:08][633] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 06:00:03][634] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 06:00:03][635] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 06:00:03][635] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 06:00:08][634] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 06:01:09][636] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 06:01:10][636] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 06:30:02][637] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 06:30:04][638] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 06:30:04][638] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 06:30:07][637] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 06:31:07][639] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 06:31:07][639] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 07:00:02][640] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 07:00:04][641] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 07:00:04][641] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-11 07:00:07][640] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 07:01:07][642] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 07:01:07][642] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-11 07:30:02][643] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-11 07:30:02][644] Processing: App\Jobs\ReadHotspot\HotspotLapan
